"Girokonto";"DE02120300000000202051"

"Buchungsdatum";"Wertstellung";"Status";"Zahlungspflichtige*r";"Zahlungsempfänger*in";"Verwendungszweck";"Umsatztyp";"IBAN";"Betrag (€)";"Gläubiger-ID";"Mandatsreferenz";"Kundenreferenz"
"03.12.25";"03.12.25";"Gebucht";"Max Mustermann";"LIDL Dienstleistung";"KARTENZAHLUNG DANKE REF00304";"Ausgang";"DE02120300000000202051";"-52,02";"";"";""
"04.12.25";"04.12.25";"Gebucht";"Max Mustermann";"LIDL Dienstleistung";"KARTENZAHLUNG DANKE REF00300";"Ausgang";"DE02120300000000202051";"-68,66";"";"";""
"04.12.25";"04.12.25";"Gebucht";"Max Mustermann";"LIDL Dienstleistung";"KARTENZAHLUNG DANKE REF00306";"Ausgang";"DE02120300000000202051";"-45,72";"";"";""
"07.12.25";"07.12.25";"Gebucht";"Max Mustermann";"Spotify AB";"SPOTIFY PREMIUM 12/2025 REF00294";"Ausgang";"DE02120300000000202051";"-10,99";"";"";""
"09.12.25";"09.12.25";"Gebucht";"Max Mustermann";"Pizzeria Bella Italia";"BESTELLUNG DANKE REF00312";"Ausgang";"DE02120300000000202051";"-53,96";"";"";""
"11.12.25";"11.12.25";"Gebucht";"Max Mustermann";"Lieferando.de";"BESTELLUNG DANKE REF00311";"Ausgang";"DE02120300000000202051";"-52,44";"";"";""
"11.12.25";"11.12.25";"Gebucht";"Max Mustermann";"Cafe Central";"BESTELLUNG DANKE REF00314";"Ausgang";"DE02120300000000202051";"-10,46";"";"";""
"12.12.25";"12.12.25";"Gebucht";"Max Mustermann";"LIDL Dienstleistung";"KARTENZAHLUNG DANKE REF00303";"Ausgang";"DE02120300000000202051";"-54,35";"";"";""
"15.12.25";"15.12.25";"Gebucht";"Max Mustermann";"Cafe Central";"BESTELLUNG DANKE REF00310";"Ausgang";"DE02120300000000202051";"-31,21";"";"";""
"15.12.25";"15.12.25";"Gebucht";"Max Mustermann";"NETFLIX INTERNATIONAL B.V.";"NETFLIX ABO 12/2025 REF00293";"Ausgang";"DE02120300000000202051";"-13,99";"";"";""
"16.12.25";"16.12.25";"Gebucht";"Max Mustermann";"Zalando SE";"ONLINE EINKAUF REF00315";"Ausgang";"DE02120300000000202051";"-37,58";"";"";""
"18.12.25";"18.12.25";"Gebucht";"Max Mustermann";"Telekom Deutschland GmbH";"MOBILFUNK RECHNUNG 12/2025 REF00297";"Ausgang";"DE02120300000000202051";"-19,99";"";"";""
"20.12.25";"20.12.25";"Gebucht";"Max Mustermann";"Geldautomat Sparkasse";"BARGELDAUSZAHLUNG REF00316";"Ausgang";"DE02120300000000202051";"-150,00";"";"";""
"20.12.25";"20.12.25";"Gebucht";"Max Mustermann";"FitX Deutschland GmbH";"MITGLIEDSBEITRAG FITNESS 12/2025 REF00295";"Ausgang";"DE02120300000000202051";"-29,90";"";"";""
"21.12.25";"21.12.25";"Gebucht";"Max Mustermann";"ALDI SUED";"KARTENZAHLUNG DANKE REF00307";"Ausgang";"DE02120300000000202051";"-85,57";"";"";""
"23.12.25";"23.12.25";"Gebucht";"Max Mustermann";"EDEKA Center";"KARTENZAHLUNG DANKE REF00299";"Ausgang";"DE02120300000000202051";"-25,25";"";"";""
"23.12.25";"23.12.25";"Gebucht";"Max Mustermann";"EDEKA Center";"KARTENZAHLUNG DANKE REF00308";"Ausgang";"DE02120300000000202051";"-21,31";"";"";""
"24.12.25";"24.12.25";"Gebucht";"Max Mustermann";"LIDL Dienstleistung";"KARTENZAHLUNG DANKE REF00309";"Ausgang";"DE02120300000000202051";"-53,39";"";"";""
"25.12.25";"25.12.25";"Gebucht";"Max Mustermann";"McDonalds Deutschland";"BESTELLUNG DANKE REF00313";"Ausgang";"DE02120300000000202051";"-32,70";"";"";""
"25.12.25";"25.12.25";"Gebucht";"Max Mustermann";"Trade Republic Bank GmbH";"SPARPLAN ETF MSCI WORLD 12/2025 REF00296";"Ausgang";"DE02120300000000202051";"-200,00";"";"";""
"26.12.25";"26.12.25";"Gebucht";"Max Mustermann";"REWE Markt GmbH";"KARTENZAHLUNG DANKE REF00302";"Ausgang";"DE02120300000000202051";"-93,59";"";"";""
"27.12.25";"27.12.25";"Gebucht";"Max Mustermann";"Sparkasse Hanau";"ENTGELT KONTOFUEHRUNG 12/2025 REF00298";"Ausgang";"DE02120300000000202051";"-4,90";"";"";""
"28.12.25";"28.12.25";"Gebucht";"Acme Software GmbH";"Max Mustermann";"GEHALT 12/2025 REF00290";"Eingang";"DE02120300000000202051";"2850,00";"";"";""
"28.12.25";"28.12.25";"Gebucht";"Max Mustermann";"REWE Markt GmbH";"KARTENZAHLUNG DANKE REF00301";"Ausgang";"DE02120300000000202051";"-67,53";"";"";""
"01.01.26";"01.01.26";"Gebucht";"Max Mustermann";"Wohnbau Hanau GmbH";"MIETE BERGSTRASSE 3 01/2026 REF00318";"Ausgang";"DE02120300000000202051";"-980,00";"";"";""
"02.01.26";"02.01.26";"Gebucht";"Max Mustermann";"DB Vertrieb GmbH";"FAHRKARTE DEUTSCHE BAHN REF00342";"Ausgang";"DE02120300000000202051";"-78,33";"";"";""
"03.01.26";"03.01.26";"Gebucht";"Max Mustermann";"Stadtwerke Hanau";"ABSCHLAG STROM GAS 01/2026 REF00319";"Ausgang";"DE02120300000000202051";"-128,00";"";"";""
"04.01.26";"04.01.26";"Gebucht";"Max Mustermann";"Cafe Central";"BESTELLUNG DANKE REF00340";"Ausgang";"DE02120300000000202051";"-51,46";"";"";""
"07.01.26";"07.01.26";"Gebucht";"Max Mustermann";"Cafe Central";"BESTELLUNG DANKE REF00338";"Ausgang";"DE02120300000000202051";"-46,67";"";"";""
"07.01.26";"07.01.26";"Gebucht";"Max Mustermann";"ALDI SUED";"KARTENZAHLUNG DANKE REF00326";"Ausgang";"DE02120300000000202051";"-15,45";"";"";""
"07.01.26";"07.01.26";"Gebucht";"Max Mustermann";"Spotify AB";"SPOTIFY PREMIUM 01/2026 REF00321";"Ausgang";"DE02120300000000202051";"-10,99";"";"";""
"10.01.26";"10.01.26";"Gebucht";"Max Mustermann";"EDEKA Center";"KARTENZAHLUNG DANKE REF00330";"Ausgang";"DE02120300000000202051";"-27,28";"";"";""
"10.01.26";"10.01.26";"Gebucht";"Max Mustermann";"LIDL Dienstleistung";"KARTENZAHLUNG DANKE REF00331";"Ausgang";"DE02120300000000202051";"-65,76";"";"";""
"10.01.26";"10.01.26";"Gebucht";"Max Mustermann";"REWE Markt GmbH";"KARTENZAHLUNG DANKE REF00335";"Ausgang";"DE02120300000000202051";"-29,87";"";"";""
"12.01.26";"12.01.26";"Gebucht";"Max Mustermann";"LIDL Dienstleistung";"KARTENZAHLUNG DANKE REF00334";"Ausgang";"DE02120300000000202051";"-69,15";"";"";""
"12.01.26";"12.01.26";"Gebucht";"Max Mustermann";"AMAZON EU S.A R.L.";"ONLINE EINKAUF REF00341";"Ausgang";"DE02120300000000202051";"-33,33";"";"";""
"14.01.26";"14.01.26";"Gebucht";"Max Mustermann";"LIDL Dienstleistung";"KARTENZAHLUNG DANKE REF00333";"Ausgang";"DE02120300000000202051";"-94,71";"";"";""
"15.01.26";"15.01.26";"Gebucht";"Max Mustermann";"REWE Markt GmbH";"KARTENZAHLUNG DANKE REF00329";"Ausgang";"DE02120300000000202051";"-76,99";"";"";""
"15.01.26";"15.01.26";"Gebucht";"Max Mustermann";"NETFLIX INTERNATIONAL B.V.";"NETFLIX ABO 01/2026 REF00320";"Ausgang";"DE02120300000000202051";"-13,99";"";"";""
"16.01.26";"16.01.26";"Gebucht";"Max Mustermann";"EDEKA Center";"KARTENZAHLUNG DANKE REF00327";"Ausgang";"DE02120300000000202051";"-56,30";"";"";""
"16.01.26";"16.01.26";"Gebucht";"Max Mustermann";"LIDL Dienstleistung";"KARTENZAHLUNG DANKE REF00332";"Ausgang";"DE02120300000000202051";"-56,15";"";"";""
"18.01.26";"18.01.26";"Gebucht";"Max Mustermann";"Telekom Deutschland GmbH";"MOBILFUNK RECHNUNG 01/2026 REF00324";"Ausgang";"DE02120300000000202051";"-19,99";"";"";""
"20.01.26";"20.01.26";"Gebucht";"Max Mustermann";"FitX Deutschland GmbH";"MITGLIEDSBEITRAG FITNESS 01/2026 REF00322";"Ausgang";"DE02120300000000202051";"-29,90";"";"";""
"23.01.26";"23.01.26";"Gebucht";"Max Mustermann";"ALDI SUED";"KARTENZAHLUNG DANKE REF00328";"Ausgang";"DE02120300000000202051";"-49,42";"";"";""
"24.01.26";"24.01.26";"Gebucht";"Max Mustermann";"Cafe Central";"BESTELLUNG DANKE REF00339";"Ausgang";"DE02120300000000202051";"-39,07";"";"";""
"24.01.26";"24.01.26";"Gebucht";"Max Mustermann";"REWE Markt GmbH";"KARTENZAHLUNG DANKE REF00336";"Ausgang";"DE02120300000000202051";"-24,75";"";"";""
"24.01.26";"24.01.26";"Gebucht";"Max Mustermann";"EDEKA Center";"KARTENZAHLUNG DANKE REF00337";"Ausgang";"DE02120300000000202051";"-54,62";"";"";""
"25.01.26";"25.01.26";"Gebucht";"Max Mustermann";"Trade Republic Bank GmbH";"SPARPLAN ETF MSCI WORLD 01/2026 REF00323";"Ausgang";"DE02120300000000202051";"-200,00";"";"";""
"27.01.26";"27.01.26";"Gebucht";"Max Mustermann";"Sparkasse Hanau";"ENTGELT KONTOFUEHRUNG 01/2026 REF00325";"Ausgang";"DE02120300000000202051";"-4,90";"";"";""
"28.01.26";"28.01.26";"Gebucht";"Acme Software GmbH";"Max Mustermann";"GEHALT 01/2026 REF00317";"Eingang";"DE02120300000000202051";"2850,00";"";"";""
"01.02.26";"01.02.26";"Gebucht";"Max Mustermann";"Wohnbau Hanau GmbH";"MIETE BERGSTRASSE 3 02/2026 REF00344";"Ausgang";"DE02120300000000202051";"-980,00";"";"";""
"03.02.26";"03.02.26";"Gebucht";"Max Mustermann";"Stadtwerke Hanau";"ABSCHLAG STROM GAS 02/2026 REF00345";"Ausgang";"DE02120300000000202051";"-128,00";"";"";""
"03.02.26";"03.02.26";"Gebucht";"Max Mustermann";"REWE Markt GmbH";"KARTENZAHLUNG DANKE REF00359";"Ausgang";"DE02120300000000202051";"-94,47";"";"";""
"04.02.26";"04.02.26";"Gebucht";"Max Mustermann";"LIDL Dienstleistung";"KARTENZAHLUNG DANKE REF00353";"Ausgang";"DE02120300000000202051";"-83,93";"";"";""
"05.02.26";"05.02.26";"Gebucht";"Max Mustermann";"LIDL Dienstleistung";"KARTENZAHLUNG DANKE REF00358";"Ausgang";"DE02120300000000202051";"-20,98";"";"";""
"06.02.26";"06.02.26";"Gebucht";"Max Mustermann";"LIDL Dienstleistung";"KARTENZAHLUNG DANKE REF00355";"Ausgang";"DE02120300000000202051";"-92,00";"";"";""
"06.02.26";"06.02.26";"Gebucht";"Max Mustermann";"AMAZON EU S.A R.L.";"ONLINE EINKAUF REF00367";"Ausgang";"DE02120300000000202051";"-81,76";"";"";""
"07.02.26";"07.02.26";"Gebucht";"Max Mustermann";"Spotify AB";"SPOTIFY PREMIUM 02/2026 REF00347";"Ausgang";"DE02120300000000202051";"-10,99";"";"";""
"08.02.26";"08.02.26";"Gebucht";"Max Mustermann";"dm-drogerie markt";"EINKAUF DROGERIE REF00369";"Ausgang";"DE02120300000000202051";"-16,52";"";"";""
"10.02.26";"10.02.26";"Gebucht";"Max Mustermann";"Lieferando.de";"BESTELLUNG DANKE REF00363";"Ausgang";"DE02120300000000202051";"-38,00";"";"";""
"13.02.26";"13.02.26";"Gebucht";"Max Mustermann";"REWE Markt GmbH";"KARTENZAHLUNG DANKE REF00357";"Ausgang";"DE02120300000000202051";"-50,78";"";"";""
"15.02.26";"15.02.26";"Gebucht";"Max Mustermann";"Geldautomat Sparkasse";"BARGELDAUSZAHLUNG REF00368";"Ausgang";"DE02120300000000202051";"-150,00";"";"";""
"15.02.26";"15.02.26";"Gebucht";"Max Mustermann";"Cafe Central";"BESTELLUNG DANKE REF00361";"Ausgang";"DE02120300000000202051";"-55,33";"";"";""
"15.02.26";"15.02.26";"Gebucht";"Max Mustermann";"NETFLIX INTERNATIONAL B.V.";"NETFLIX ABO 02/2026 REF00346";"Ausgang";"DE02120300000000202051";"-13,99";"";"";""
"16.02.26";"16.02.26";"Gebucht";"Max Mustermann";"LIDL Dienstleistung";"KARTENZAHLUNG DANKE REF00354";"Ausgang";"DE02120300000000202051";"-49,65";"";"";""
"18.02.26";"18.02.26";"Gebucht";"Max Mustermann";"EDEKA Center";"KARTENZAHLUNG DANKE REF00360";"Ausgang";"DE02120300000000202051";"-74,51";"";"";""
"18.02.26";"18.02.26";"Gebucht";"Max Mustermann";"Telekom Deutschland GmbH";"MOBILFUNK RECHNUNG 02/2026 REF00350";"Ausgang";"DE02120300000000202051";"-19,99";"";"";""
"20.02.26";"20.02.26";"Gebucht";"Max Mustermann";"Lieferando.de";"BESTELLUNG DANKE REF00364";"Ausgang";"DE02120300000000202051";"-57,97";"";"";""
"20.02.26";"20.02.26";"Gebucht";"Max Mustermann";"FitX Deutschland GmbH";"MITGLIEDSBEITRAG FITNESS 02/2026 REF00348";"Ausgang";"DE02120300000000202051";"-29,90";"";"";""
"21.02.26";"21.02.26";"Gebucht";"Max Mustermann";"ALDI SUED";"KARTENZAHLUNG DANKE REF00352";"Ausgang";"DE02120300000000202051";"-83,56";"";"";""
"22.02.26";"22.02.26";"Gebucht";"Max Mustermann";"AMAZON EU S.A R.L.";"ONLINE EINKAUF REF00366";"Ausgang";"DE02120300000000202051";"-20,55";"";"";""
"25.02.26";"25.02.26";"Gebucht";"Max Mustermann";"Pizzeria Bella Italia";"BESTELLUNG DANKE REF00365";"Ausgang";"DE02120300000000202051";"-19,60";"";"";""
"25.02.26";"25.02.26";"Gebucht";"Max Mustermann";"Trade Republic Bank GmbH";"SPARPLAN ETF MSCI WORLD 02/2026 REF00349";"Ausgang";"DE02120300000000202051";"-200,00";"";"";""
"27.02.26";"27.02.26";"Gebucht";"Max Mustermann";"Sparkasse Hanau";"ENTGELT KONTOFUEHRUNG 02/2026 REF00351";"Ausgang";"DE02120300000000202051";"-4,90";"";"";""
"28.02.26";"28.02.26";"Gebucht";"Max Mustermann";"McDonalds Deutschland";"BESTELLUNG DANKE REF00362";"Ausgang";"DE02120300000000202051";"-39,01";"";"";""
"28.02.26";"28.02.26";"Gebucht";"Acme Software GmbH";"Max Mustermann";"GEHALT 02/2026 REF00343";"Eingang";"DE02120300000000202051";"2850,00";"";"";""
"28.02.26";"28.02.26";"Gebucht";"Max Mustermann";"REWE Markt GmbH";"KARTENZAHLUNG DANKE REF00356";"Ausgang";"DE02120300000000202051";"-49,56";"";"";""
"01.03.26";"01.03.26";"Gebucht";"Max Mustermann";"Wohnbau Hanau GmbH";"MIETE BERGSTRASSE 3 03/2026 REF00371";"Ausgang";"DE02120300000000202051";"-980,00";"";"";""
"03.03.26";"03.03.26";"Gebucht";"Max Mustermann";"Stadtwerke Hanau";"ABSCHLAG STROM GAS 03/2026 REF00372";"Ausgang";"DE02120300000000202051";"-128,00";"";"";""
"06.03.26";"06.03.26";"Gebucht";"Max Mustermann";"LIDL Dienstleistung";"KARTENZAHLUNG DANKE REF00385";"Ausgang";"DE02120300000000202051";"-76,96";"";"";""
"07.03.26";"07.03.26";"Gebucht";"Max Mustermann";"Spotify AB";"SPOTIFY PREMIUM 03/2026 REF00374";"Ausgang";"DE02120300000000202051";"-10,99";"";"";""
"14.03.26";"14.03.26";"Gebucht";"Max Mustermann";"EDEKA Center";"KARTENZAHLUNG DANKE REF00382";"Ausgang";"DE02120300000000202051";"-17,99";"";"";""
"15.03.26";"15.03.26";"Gebucht";"Max Mustermann";"LIDL Dienstleistung";"KARTENZAHLUNG DANKE REF00386";"Ausgang";"DE02120300000000202051";"-18,82";"";"";""
"15.03.26";"15.03.26";"Gebucht";"Max Mustermann";"NETFLIX INTERNATIONAL B.V.";"NETFLIX ABO 03/2026 REF00373";"Ausgang";"DE02120300000000202051";"-13,99";"";"";""
"17.03.26";"17.03.26";"Gebucht";"Max Mustermann";"ALDI SUED";"KARTENZAHLUNG DANKE REF00388";"Ausgang";"DE02120300000000202051";"-54,98";"";"";""
"18.03.26";"18.03.26";"Gebucht";"Max Mustermann";"Telekom Deutschland GmbH";"MOBILFUNK RECHNUNG 03/2026 REF00377";"Ausgang";"DE02120300000000202051";"-19,99";"";"";""
"20.03.26";"20.03.26";"Gebucht";"Max Mustermann";"McDonalds Deutschland";"BESTELLUNG DANKE REF00389";"Ausgang";"DE02120300000000202051";"-11,03";"";"";""
"20.03.26";"20.03.26";"Gebucht";"Max Mustermann";"FitX Deutschland GmbH";"MITGLIEDSBEITRAG FITNESS 03/2026 REF00375";"Ausgang";"DE02120300000000202051";"-29,90";"";"";""
"21.03.26";"21.03.26";"Gebucht";"Max Mustermann";"LIDL Dienstleistung";"KARTENZAHLUNG DANKE REF00383";"Ausgang";"DE02120300000000202051";"-20,96";"";"";""
"22.03.26";"22.03.26";"Gebucht";"Max Mustermann";"Geldautomat Sparkasse";"BARGELDAUSZAHLUNG REF00391";"Ausgang";"DE02120300000000202051";"-150,00";"";"";""
"22.03.26";"22.03.26";"Gebucht";"Max Mustermann";"LIDL Dienstleistung";"KARTENZAHLUNG DANKE REF00380";"Ausgang";"DE02120300000000202051";"-28,31";"";"";""
"23.03.26";"23.03.26";"Gebucht";"Max Mustermann";"REWE Markt GmbH";"KARTENZAHLUNG DANKE REF00379";"Ausgang";"DE02120300000000202051";"-82,79";"";"";""
"23.03.26";"23.03.26";"Gebucht";"Max Mustermann";"LIDL Dienstleistung";"KARTENZAHLUNG DANKE REF00387";"Ausgang";"DE02120300000000202051";"-43,02";"";"";""
"24.03.26";"24.03.26";"Gebucht";"Max Mustermann";"Cafe Central";"BESTELLUNG DANKE REF00390";"Ausgang";"DE02120300000000202051";"-25,44";"";"";""
"25.03.26";"25.03.26";"Gebucht";"Max Mustermann";"dm-drogerie markt";"EINKAUF DROGERIE REF00392";"Ausgang";"DE02120300000000202051";"-31,89";"";"";""
"25.03.26";"25.03.26";"Gebucht";"Max Mustermann";"Trade Republic Bank GmbH";"SPARPLAN ETF MSCI WORLD 03/2026 REF00376";"Ausgang";"DE02120300000000202051";"-200,00";"";"";""
"26.03.26";"26.03.26";"Gebucht";"Max Mustermann";"EDEKA Center";"KARTENZAHLUNG DANKE REF00381";"Ausgang";"DE02120300000000202051";"-76,84";"";"";""
"27.03.26";"27.03.26";"Gebucht";"Max Mustermann";"Sparkasse Hanau";"ENTGELT KONTOFUEHRUNG 03/2026 REF00378";"Ausgang";"DE02120300000000202051";"-4,90";"";"";""
"27.03.26";"27.03.26";"Gebucht";"Max Mustermann";"REWE Markt GmbH";"KARTENZAHLUNG DANKE REF00384";"Ausgang";"DE02120300000000202051";"-20,37";"";"";""
"28.03.26";"28.03.26";"Gebucht";"Acme Software GmbH";"Max Mustermann";"GEHALT 03/2026 REF00370";"Eingang";"DE02120300000000202051";"2850,00";"";"";""
"01.04.26";"01.04.26";"Gebucht";"Max Mustermann";"Geldautomat Sparkasse";"BARGELDAUSZAHLUNG REF00419";"Ausgang";"DE02120300000000202051";"-150,00";"";"";""
"01.04.26";"01.04.26";"Gebucht";"Max Mustermann";"Wohnbau Hanau GmbH";"MIETE BERGSTRASSE 3 04/2026 REF00394";"Ausgang";"DE02120300000000202051";"-980,00";"";"";""
"03.04.26";"03.04.26";"Gebucht";"Max Mustermann";"Stadtwerke Hanau";"ABSCHLAG STROM GAS 04/2026 REF00395";"Ausgang";"DE02120300000000202051";"-128,00";"";"";""
"04.04.26";"04.04.26";"Gebucht";"Max Mustermann";"McDonalds Deutschland";"BESTELLUNG DANKE REF00412";"Ausgang";"DE02120300000000202051";"-58,48";"";"";""
"06.04.26";"06.04.26";"Gebucht";"Max Mustermann";"dm-drogerie markt";"EINKAUF DROGERIE REF00420";"Ausgang";"DE02120300000000202051";"-17,43";"";"";""
"07.04.26";"07.04.26";"Gebucht";"Max Mustermann";"AMAZON EU S.A R.L.";"ONLINE EINKAUF REF00417";"Ausgang";"DE02120300000000202051";"-44,72";"";"";""
"07.04.26";"07.04.26";"Gebucht";"Max Mustermann";"Spotify AB";"SPOTIFY PREMIUM 04/2026 REF00397";"Ausgang";"DE02120300000000202051";"-10,99";"";"";""
"09.04.26";"09.04.26";"Gebucht";"Max Mustermann";"ALDI SUED";"KARTENZAHLUNG DANKE REF00404";"Ausgang";"DE02120300000000202051";"-23,79";"";"";""
"10.04.26";"10.04.26";"Gebucht";"Max Mustermann";"HUK-COBURG Versicherung";"HAFTPFLICHT JAHRESBEITRAG 2026 REF00421";"Ausgang";"DE02120300000000202051";"-89,00";"";"";""
"10.04.26";"10.04.26";"Gebucht";"Max Mustermann";"ALDI SUED";"KARTENZAHLUNG DANKE REF00409";"Ausgang";"DE02120300000000202051";"-65,64";"";"";""
"10.04.26";"10.04.26";"Gebucht";"Max Mustermann";"MediaMarkt";"ONLINE EINKAUF REF00418";"Ausgang";"DE02120300000000202051";"-66,96";"";"";""
"11.04.26";"11.04.26";"Gebucht";"Max Mustermann";"EDEKA Center";"KARTENZAHLUNG DANKE REF00407";"Ausgang";"DE02120300000000202051";"-66,30";"";"";""
"11.04.26";"11.04.26";"Gebucht";"Max Mustermann";"ALDI SUED";"KARTENZAHLUNG DANKE REF00408";"Ausgang";"DE02120300000000202051";"-43,81";"";"";""
"14.04.26";"14.04.26";"Gebucht";"Max Mustermann";"Cafe Central";"BESTELLUNG DANKE REF00415";"Ausgang";"DE02120300000000202051";"-11,76";"";"";""
"15.04.26";"15.04.26";"Gebucht";"Max Mustermann";"LIDL Dienstleistung";"KARTENZAHLUNG DANKE REF00411";"Ausgang";"DE02120300000000202051";"-15,66";"";"";""
"15.04.26";"15.04.26";"Gebucht";"Max Mustermann";"NETFLIX INTERNATIONAL B.V.";"NETFLIX ABO 04/2026 REF00396";"Ausgang";"DE02120300000000202051";"-13,99";"";"";""
"16.04.26";"16.04.26";"Gebucht";"Max Mustermann";"ALDI SUED";"KARTENZAHLUNG DANKE REF00403";"Ausgang";"DE02120300000000202051";"-53,15";"";"";""
"16.04.26";"16.04.26";"Gebucht";"Max Mustermann";"LIDL Dienstleistung";"KARTENZAHLUNG DANKE REF00406";"Ausgang";"DE02120300000000202051";"-38,27";"";"";""
"18.04.26";"18.04.26";"Gebucht";"Max Mustermann";"Telekom Deutschland GmbH";"MOBILFUNK RECHNUNG 04/2026 REF00400";"Ausgang";"DE02120300000000202051";"-19,99";"";"";""
"19.04.26";"19.04.26";"Gebucht";"Max Mustermann";"EDEKA Center";"KARTENZAHLUNG DANKE REF00402";"Ausgang";"DE02120300000000202051";"-11,50";"";"";""
"20.04.26";"20.04.26";"Gebucht";"Max Mustermann";"FitX Deutschland GmbH";"MITGLIEDSBEITRAG FITNESS 04/2026 REF00398";"Ausgang";"DE02120300000000202051";"-29,90";"";"";""
"21.04.26";"21.04.26";"Gebucht";"Max Mustermann";"REWE Markt GmbH";"KARTENZAHLUNG DANKE REF00405";"Ausgang";"DE02120300000000202051";"-78,84";"";"";""
"21.04.26";"21.04.26";"Gebucht";"Max Mustermann";"AMAZON EU S.A R.L.";"ONLINE EINKAUF REF00416";"Ausgang";"DE02120300000000202051";"-67,47";"";"";""
"22.04.26";"22.04.26";"Gebucht";"Max Mustermann";"McDonalds Deutschland";"BESTELLUNG DANKE REF00414";"Ausgang";"DE02120300000000202051";"-53,34";"";"";""
"25.04.26";"25.04.26";"Gebucht";"Max Mustermann";"Trade Republic Bank GmbH";"SPARPLAN ETF MSCI WORLD 04/2026 REF00399";"Ausgang";"DE02120300000000202051";"-200,00";"";"";""
"27.04.26";"27.04.26";"Gebucht";"Max Mustermann";"Sparkasse Hanau";"ENTGELT KONTOFUEHRUNG 04/2026 REF00401";"Ausgang";"DE02120300000000202051";"-4,90";"";"";""
"27.04.26";"27.04.26";"Gebucht";"Max Mustermann";"REWE Markt GmbH";"KARTENZAHLUNG DANKE REF00410";"Ausgang";"DE02120300000000202051";"-74,16";"";"";""
"28.04.26";"28.04.26";"Gebucht";"Max Mustermann";"Lieferando.de";"BESTELLUNG DANKE REF00413";"Ausgang";"DE02120300000000202051";"-35,24";"";"";""
"28.04.26";"28.04.26";"Gebucht";"Acme Software GmbH";"Max Mustermann";"GEHALT 04/2026 REF00393";"Eingang";"DE02120300000000202051";"2850,00";"";"";""
"01.05.26";"01.05.26";"Gebucht";"Max Mustermann";"Wohnbau Hanau GmbH";"MIETE BERGSTRASSE 3 05/2026 REF00423";"Ausgang";"DE02120300000000202051";"-980,00";"";"";""
"03.05.26";"03.05.26";"Gebucht";"Max Mustermann";"Stadtwerke Hanau";"ABSCHLAG STROM GAS 05/2026 REF00424";"Ausgang";"DE02120300000000202051";"-128,00";"";"";""
"04.05.26";"04.05.26";"Gebucht";"Max Mustermann";"EDEKA Center";"KARTENZAHLUNG DANKE REF00433";"Ausgang";"DE02120300000000202051";"-64,35";"";"";""
"07.05.26";"07.05.26";"Gebucht";"Max Mustermann";"Spotify AB";"SPOTIFY PREMIUM 05/2026 REF00426";"Ausgang";"DE02120300000000202051";"-10,99";"";"";""
"08.05.26";"08.05.26";"Gebucht";"Max Mustermann";"EDEKA Center";"KARTENZAHLUNG DANKE REF00437";"Ausgang";"DE02120300000000202051";"-47,74";"";"";""
"09.05.26";"09.05.26";"Gebucht";"Max Mustermann";"McDonalds Deutschland";"BESTELLUNG DANKE REF00439";"Ausgang";"DE02120300000000202051";"-48,41";"";"";""
"10.05.26";"10.05.26";"Gebucht";"Max Mustermann";"Geldautomat Sparkasse";"BARGELDAUSZAHLUNG REF00441";"Ausgang";"DE02120300000000202051";"-150,00";"";"";""
"11.05.26";"11.05.26";"Gebucht";"Max Mustermann";"Cafe Central";"BESTELLUNG DANKE REF00440";"Ausgang";"DE02120300000000202051";"-56,65";"";"";""
"13.05.26";"13.05.26";"Gebucht";"Max Mustermann";"EDEKA Center";"KARTENZAHLUNG DANKE REF00438";"Ausgang";"DE02120300000000202051";"-24,58";"";"";""
"15.05.26";"15.05.26";"Gebucht";"Max Mustermann";"NETFLIX INTERNATIONAL B.V.";"NETFLIX ABO 05/2026 REF00425";"Ausgang";"DE02120300000000202051";"-13,99";"";"";""
"16.05.26";"16.05.26";"Gebucht";"Max Mustermann";"LIDL Dienstleistung";"KARTENZAHLUNG DANKE REF00434";"Ausgang";"DE02120300000000202051";"-89,14";"";"";""
"17.05.26";"17.05.26";"Gebucht";"Max Mustermann";"ALDI SUED";"KARTENZAHLUNG DANKE REF00435";"Ausgang";"DE02120300000000202051";"-69,37";"";"";""
"18.05.26";"18.05.26";"Gebucht";"Max Mustermann";"EDEKA Center";"KARTENZAHLUNG DANKE REF00431";"Ausgang";"DE02120300000000202051";"-43,50";"";"";""
"18.05.26";"18.05.26";"Gebucht";"Max Mustermann";"Telekom Deutschland GmbH";"MOBILFUNK RECHNUNG 05/2026 REF00429";"Ausgang";"DE02120300000000202051";"-19,99";"";"";""
"20.05.26";"20.05.26";"Gebucht";"Max Mustermann";"FitX Deutschland GmbH";"MITGLIEDSBEITRAG FITNESS 05/2026 REF00427";"Ausgang";"DE02120300000000202051";"-29,90";"";"";""
"25.05.26";"25.05.26";"Gebucht";"Max Mustermann";"Trade Republic Bank GmbH";"SPARPLAN ETF MSCI WORLD 05/2026 REF00428";"Ausgang";"DE02120300000000202051";"-200,00";"";"";""
"27.05.26";"27.05.26";"Gebucht";"Max Mustermann";"Sparkasse Hanau";"ENTGELT KONTOFUEHRUNG 05/2026 REF00430";"Ausgang";"DE02120300000000202051";"-4,90";"";"";""
