"Auftragskonto";"Buchungstag";"Valutadatum";"Buchungstext";"Verwendungszweck";"Glaeubiger ID";"Mandatsreferenz";"Kundenreferenz (End-to-End)";"Sammlerreferenz";"Lastschrift Ursprungsbetrag";"Auslagenersatz Ruecklastschrift";"Beguenstigter/Zahlungspflichtiger";"Kontonummer/IBAN";"BIC (SWIFT-Code)";"Betrag";"Waehrung";"Info"
"DE02120300000000202051";"22.08.25";"22.08.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00204";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-43,53";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"24.08.25";"24.08.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00203";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-86,30";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"25.08.25";"25.08.25";"FOLGELASTSCHRIFT";"SPARPLAN ETF MSCI WORLD 08/2025 REF00190";"";"";"";"";"";"";"Trade Republic Bank GmbH";"DE02120300000000202051";"HELADEF1HAN";"-200,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"27.08.25";"27.08.25";"FOLGELASTSCHRIFT";"ENTGELT KONTOFUEHRUNG 08/2025 REF00192";"";"";"";"";"";"";"Sparkasse Hanau";"DE02120300000000202051";"HELADEF1HAN";"-4,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"28.08.25";"28.08.25";"GUTSCHR. UEBERWEISUNG";"GEHALT 08/2025 REF00184";"";"";"";"";"";"";"Acme Software GmbH";"DE02120300000000202051";"HELADEF1HAN";"2850,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.09.25";"01.09.25";"FOLGELASTSCHRIFT";"MIETE BERGSTRASSE 3 09/2025 REF00213";"";"";"";"";"";"";"Wohnbau Hanau GmbH";"DE02120300000000202051";"HELADEF1HAN";"-980,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"02.09.25";"02.09.25";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00231";"";"";"";"";"";"";"Lieferando.de";"DE02120300000000202051";"HELADEF1HAN";"-37,43";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"03.09.25";"03.09.25";"FOLGELASTSCHRIFT";"ABSCHLAG STROM GAS 09/2025 REF00214";"";"";"";"";"";"";"Stadtwerke Hanau";"DE02120300000000202051";"HELADEF1HAN";"-128,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"03.09.25";"03.09.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00222";"";"";"";"";"";"";"EDEKA Center";"DE02120300000000202051";"HELADEF1HAN";"-79,20";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"05.09.25";"05.09.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00224";"";"";"";"";"";"";"EDEKA Center";"DE02120300000000202051";"HELADEF1HAN";"-10,13";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"06.09.25";"06.09.25";"FOLGELASTSCHRIFT";"ONLINE EINKAUF REF00235";"";"";"";"";"";"";"Zalando SE";"DE02120300000000202051";"HELADEF1HAN";"-106,68";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"07.09.25";"07.09.25";"FOLGELASTSCHRIFT";"SPOTIFY PREMIUM 09/2025 REF00216";"";"";"";"";"";"";"Spotify AB";"DE02120300000000202051";"HELADEF1HAN";"-10,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"08.09.25";"08.09.25";"FOLGELASTSCHRIFT";"BARGELDAUSZAHLUNG REF00238";"";"";"";"";"";"";"Geldautomat Sparkasse";"DE02120300000000202051";"HELADEF1HAN";"-100,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"08.09.25";"08.09.25";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00230";"";"";"";"";"";"";"McDonalds Deutschland";"DE02120300000000202051";"HELADEF1HAN";"-17,97";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"11.09.25";"11.09.25";"FOLGELASTSCHRIFT";"EINKAUF DROGERIE REF00240";"";"";"";"";"";"";"dm-drogerie markt";"DE02120300000000202051";"HELADEF1HAN";"-40,72";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"13.09.25";"13.09.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00228";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-29,23";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.09.25";"15.09.25";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00232";"";"";"";"";"";"";"McDonalds Deutschland";"DE02120300000000202051";"HELADEF1HAN";"-15,80";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.09.25";"15.09.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00226";"";"";"";"";"";"";"EDEKA Center";"DE02120300000000202051";"HELADEF1HAN";"-44,06";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.09.25";"15.09.25";"FOLGELASTSCHRIFT";"NETFLIX ABO 09/2025 REF00215";"";"";"";"";"";"";"NETFLIX INTERNATIONAL B.V.";"DE02120300000000202051";"HELADEF1HAN";"-13,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.09.25";"15.09.25";"FOLGELASTSCHRIFT";"ONLINE EINKAUF REF00236";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"DE02120300000000202051";"HELADEF1HAN";"-43,69";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"16.09.25";"16.09.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00225";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-61,18";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"18.09.25";"18.09.25";"FOLGELASTSCHRIFT";"MOBILFUNK RECHNUNG 09/2025 REF00219";"";"";"";"";"";"";"Telekom Deutschland GmbH";"DE02120300000000202051";"HELADEF1HAN";"-19,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"20.09.25";"20.09.25";"FOLGELASTSCHRIFT";"MITGLIEDSBEITRAG FITNESS 09/2025 REF00217";"";"";"";"";"";"";"FitX Deutschland GmbH";"DE02120300000000202051";"HELADEF1HAN";"-29,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"22.09.25";"22.09.25";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00233";"";"";"";"";"";"";"Cafe Central";"DE02120300000000202051";"HELADEF1HAN";"-36,09";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"22.09.25";"22.09.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00221";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-15,38";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"22.09.25";"22.09.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00223";"";"";"";"";"";"";"EDEKA Center";"DE02120300000000202051";"HELADEF1HAN";"-35,01";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"23.09.25";"23.09.25";"FOLGELASTSCHRIFT";"FAHRKARTE DEUTSCHE BAHN REF00239";"";"";"";"";"";"";"DB Vertrieb GmbH";"DE02120300000000202051";"HELADEF1HAN";"-33,57";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"23.09.25";"23.09.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00227";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-68,58";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"25.09.25";"25.09.25";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00234";"";"";"";"";"";"";"McDonalds Deutschland";"DE02120300000000202051";"HELADEF1HAN";"-54,46";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"25.09.25";"25.09.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00229";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-82,86";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"25.09.25";"25.09.25";"FOLGELASTSCHRIFT";"SPARPLAN ETF MSCI WORLD 09/2025 REF00218";"";"";"";"";"";"";"Trade Republic Bank GmbH";"DE02120300000000202051";"HELADEF1HAN";"-200,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"27.09.25";"27.09.25";"FOLGELASTSCHRIFT";"ENTGELT KONTOFUEHRUNG 09/2025 REF00220";"";"";"";"";"";"";"Sparkasse Hanau";"DE02120300000000202051";"HELADEF1HAN";"-4,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"27.09.25";"27.09.25";"FOLGELASTSCHRIFT";"ONLINE EINKAUF REF00237";"";"";"";"";"";"";"MediaMarkt";"DE02120300000000202051";"HELADEF1HAN";"-92,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"28.09.25";"28.09.25";"GUTSCHR. UEBERWEISUNG";"GEHALT 09/2025 REF00212";"";"";"";"";"";"";"Acme Software GmbH";"DE02120300000000202051";"HELADEF1HAN";"2850,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.10.25";"01.10.25";"FOLGELASTSCHRIFT";"BARGELDAUSZAHLUNG REF00265";"";"";"";"";"";"";"Geldautomat Sparkasse";"DE02120300000000202051";"HELADEF1HAN";"-50,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.10.25";"01.10.25";"FOLGELASTSCHRIFT";"MIETE BERGSTRASSE 3 10/2025 REF00242";"";"";"";"";"";"";"Wohnbau Hanau GmbH";"DE02120300000000202051";"HELADEF1HAN";"-980,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.10.25";"01.10.25";"FOLGELASTSCHRIFT";"ONLINE EINKAUF REF00264";"";"";"";"";"";"";"MediaMarkt";"DE02120300000000202051";"HELADEF1HAN";"-127,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"03.10.25";"03.10.25";"FOLGELASTSCHRIFT";"ABSCHLAG STROM GAS 10/2025 REF00243";"";"";"";"";"";"";"Stadtwerke Hanau";"DE02120300000000202051";"HELADEF1HAN";"-128,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"03.10.25";"03.10.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00252";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-44,09";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"05.10.25";"05.10.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00250";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-21,12";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"05.10.25";"05.10.25";"FOLGELASTSCHRIFT";"ONLINE EINKAUF REF00263";"";"";"";"";"";"";"MediaMarkt";"DE02120300000000202051";"HELADEF1HAN";"-137,49";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"07.10.25";"07.10.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00254";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-80,46";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"07.10.25";"07.10.25";"FOLGELASTSCHRIFT";"SPOTIFY PREMIUM 10/2025 REF00245";"";"";"";"";"";"";"Spotify AB";"DE02120300000000202051";"HELADEF1HAN";"-10,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.10.25";"15.10.25";"FOLGELASTSCHRIFT";"EINKAUF DROGERIE REF00266";"";"";"";"";"";"";"dm-drogerie markt";"DE02120300000000202051";"HELADEF1HAN";"-12,27";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.10.25";"15.10.25";"FOLGELASTSCHRIFT";"NETFLIX ABO 10/2025 REF00244";"";"";"";"";"";"";"NETFLIX INTERNATIONAL B.V.";"DE02120300000000202051";"HELADEF1HAN";"-13,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"16.10.25";"16.10.25";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00260";"";"";"";"";"";"";"McDonalds Deutschland";"DE02120300000000202051";"HELADEF1HAN";"-20,19";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"16.10.25";"16.10.25";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00261";"";"";"";"";"";"";"Cafe Central";"DE02120300000000202051";"HELADEF1HAN";"-10,48";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"16.10.25";"16.10.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00257";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-8,51";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"18.10.25";"18.10.25";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00259";"";"";"";"";"";"";"Pizzeria Bella Italia";"DE02120300000000202051";"HELADEF1HAN";"-47,12";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"18.10.25";"18.10.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00253";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-48,54";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"18.10.25";"18.10.25";"FOLGELASTSCHRIFT";"MOBILFUNK RECHNUNG 10/2025 REF00248";"";"";"";"";"";"";"Telekom Deutschland GmbH";"DE02120300000000202051";"HELADEF1HAN";"-19,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"20.10.25";"20.10.25";"FOLGELASTSCHRIFT";"MITGLIEDSBEITRAG FITNESS 10/2025 REF00246";"";"";"";"";"";"";"FitX Deutschland GmbH";"DE02120300000000202051";"HELADEF1HAN";"-29,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"23.10.25";"23.10.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00251";"";"";"";"";"";"";"EDEKA Center";"DE02120300000000202051";"HELADEF1HAN";"-21,29";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"24.10.25";"24.10.25";"FOLGELASTSCHRIFT";"ONLINE EINKAUF REF00262";"";"";"";"";"";"";"Zalando SE";"DE02120300000000202051";"HELADEF1HAN";"-31,46";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"25.10.25";"25.10.25";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00258";"";"";"";"";"";"";"McDonalds Deutschland";"DE02120300000000202051";"HELADEF1HAN";"-28,89";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"25.10.25";"25.10.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00255";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-58,81";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"25.10.25";"25.10.25";"FOLGELASTSCHRIFT";"SPARPLAN ETF MSCI WORLD 10/2025 REF00247";"";"";"";"";"";"";"Trade Republic Bank GmbH";"DE02120300000000202051";"HELADEF1HAN";"-200,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"27.10.25";"27.10.25";"FOLGELASTSCHRIFT";"ENTGELT KONTOFUEHRUNG 10/2025 REF00249";"";"";"";"";"";"";"Sparkasse Hanau";"DE02120300000000202051";"HELADEF1HAN";"-4,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"28.10.25";"28.10.25";"GUTSCHR. UEBERWEISUNG";"GEHALT 10/2025 REF00241";"";"";"";"";"";"";"Acme Software GmbH";"DE02120300000000202051";"HELADEF1HAN";"2850,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"28.10.25";"28.10.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00256";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-84,62";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.11.25";"01.11.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00280";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-73,17";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.11.25";"01.11.25";"FOLGELASTSCHRIFT";"MIETE BERGSTRASSE 3 11/2025 REF00268";"";"";"";"";"";"";"Wohnbau Hanau GmbH";"DE02120300000000202051";"HELADEF1HAN";"-980,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"03.11.25";"03.11.25";"FOLGELASTSCHRIFT";"ABSCHLAG STROM GAS 11/2025 REF00269";"";"";"";"";"";"";"Stadtwerke Hanau";"DE02120300000000202051";"HELADEF1HAN";"-128,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"06.11.25";"06.11.25";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00287";"";"";"";"";"";"";"Lieferando.de";"DE02120300000000202051";"HELADEF1HAN";"-39,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"07.11.25";"07.11.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00284";"";"";"";"";"";"";"EDEKA Center";"DE02120300000000202051";"HELADEF1HAN";"-81,01";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"07.11.25";"07.11.25";"FOLGELASTSCHRIFT";"SPOTIFY PREMIUM 11/2025 REF00271";"";"";"";"";"";"";"Spotify AB";"DE02120300000000202051";"HELADEF1HAN";"-10,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"08.11.25";"08.11.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00285";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-18,98";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"09.11.25";"09.11.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00278";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-73,42";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"09.11.25";"09.11.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00279";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-80,64";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"10.11.25";"10.11.25";"FOLGELASTSCHRIFT";"BARGELDAUSZAHLUNG REF00289";"";"";"";"";"";"";"Geldautomat Sparkasse";"DE02120300000000202051";"HELADEF1HAN";"-150,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"11.11.25";"11.11.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00277";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-37,36";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"12.11.25";"12.11.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00281";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-27,51";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"13.11.25";"13.11.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00276";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-36,48";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.11.25";"15.11.25";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00286";"";"";"";"";"";"";"Cafe Central";"DE02120300000000202051";"HELADEF1HAN";"-44,67";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.11.25";"15.11.25";"FOLGELASTSCHRIFT";"NETFLIX ABO 11/2025 REF00270";"";"";"";"";"";"";"NETFLIX INTERNATIONAL B.V.";"DE02120300000000202051";"HELADEF1HAN";"-13,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"18.11.25";"18.11.25";"FOLGELASTSCHRIFT";"MOBILFUNK RECHNUNG 11/2025 REF00274";"";"";"";"";"";"";"Telekom Deutschland GmbH";"DE02120300000000202051";"HELADEF1HAN";"-19,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"20.11.25";"20.11.25";"FOLGELASTSCHRIFT";"MITGLIEDSBEITRAG FITNESS 11/2025 REF00272";"";"";"";"";"";"";"FitX Deutschland GmbH";"DE02120300000000202051";"HELADEF1HAN";"-29,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"25.11.25";"25.11.25";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00288";"";"";"";"";"";"";"Cafe Central";"DE02120300000000202051";"HELADEF1HAN";"-50,78";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"25.11.25";"25.11.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00282";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-91,28";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"25.11.25";"25.11.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00283";"";"";"";"";"";"";"EDEKA Center";"DE02120300000000202051";"HELADEF1HAN";"-10,70";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"25.11.25";"25.11.25";"FOLGELASTSCHRIFT";"SPARPLAN ETF MSCI WORLD 11/2025 REF00273";"";"";"";"";"";"";"Trade Republic Bank GmbH";"DE02120300000000202051";"HELADEF1HAN";"-200,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"27.11.25";"27.11.25";"FOLGELASTSCHRIFT";"ENTGELT KONTOFUEHRUNG 11/2025 REF00275";"";"";"";"";"";"";"Sparkasse Hanau";"DE02120300000000202051";"HELADEF1HAN";"-4,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"28.11.25";"28.11.25";"GUTSCHR. UEBERWEISUNG";"GEHALT 11/2025 REF00267";"";"";"";"";"";"";"Acme Software GmbH";"DE02120300000000202051";"HELADEF1HAN";"2850,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.12.25";"01.12.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00305";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-81,91";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.12.25";"01.12.25";"FOLGELASTSCHRIFT";"MIETE BERGSTRASSE 3 12/2025 REF00291";"";"";"";"";"";"";"Wohnbau Hanau GmbH";"DE02120300000000202051";"HELADEF1HAN";"-980,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"03.12.25";"03.12.25";"FOLGELASTSCHRIFT";"ABSCHLAG STROM GAS 12/2025 REF00292";"";"";"";"";"";"";"Stadtwerke Hanau";"DE02120300000000202051";"HELADEF1HAN";"-128,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"03.12.25";"03.12.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00304";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-52,02";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"04.12.25";"04.12.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00300";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-68,66";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"04.12.25";"04.12.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00306";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-45,72";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"07.12.25";"07.12.25";"FOLGELASTSCHRIFT";"SPOTIFY PREMIUM 12/2025 REF00294";"";"";"";"";"";"";"Spotify AB";"DE02120300000000202051";"HELADEF1HAN";"-10,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"09.12.25";"09.12.25";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00312";"";"";"";"";"";"";"Pizzeria Bella Italia";"DE02120300000000202051";"HELADEF1HAN";"-53,96";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"11.12.25";"11.12.25";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00311";"";"";"";"";"";"";"Lieferando.de";"DE02120300000000202051";"HELADEF1HAN";"-52,44";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"11.12.25";"11.12.25";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00314";"";"";"";"";"";"";"Cafe Central";"DE02120300000000202051";"HELADEF1HAN";"-10,46";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"12.12.25";"12.12.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00303";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-54,35";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.12.25";"15.12.25";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00310";"";"";"";"";"";"";"Cafe Central";"DE02120300000000202051";"HELADEF1HAN";"-31,21";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.12.25";"15.12.25";"FOLGELASTSCHRIFT";"NETFLIX ABO 12/2025 REF00293";"";"";"";"";"";"";"NETFLIX INTERNATIONAL B.V.";"DE02120300000000202051";"HELADEF1HAN";"-13,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"16.12.25";"16.12.25";"FOLGELASTSCHRIFT";"ONLINE EINKAUF REF00315";"";"";"";"";"";"";"Zalando SE";"DE02120300000000202051";"HELADEF1HAN";"-37,58";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"18.12.25";"18.12.25";"FOLGELASTSCHRIFT";"MOBILFUNK RECHNUNG 12/2025 REF00297";"";"";"";"";"";"";"Telekom Deutschland GmbH";"DE02120300000000202051";"HELADEF1HAN";"-19,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"20.12.25";"20.12.25";"FOLGELASTSCHRIFT";"BARGELDAUSZAHLUNG REF00316";"";"";"";"";"";"";"Geldautomat Sparkasse";"DE02120300000000202051";"HELADEF1HAN";"-150,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"20.12.25";"20.12.25";"FOLGELASTSCHRIFT";"MITGLIEDSBEITRAG FITNESS 12/2025 REF00295";"";"";"";"";"";"";"FitX Deutschland GmbH";"DE02120300000000202051";"HELADEF1HAN";"-29,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"21.12.25";"21.12.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00307";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-85,57";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"23.12.25";"23.12.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00299";"";"";"";"";"";"";"EDEKA Center";"DE02120300000000202051";"HELADEF1HAN";"-25,25";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"23.12.25";"23.12.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00308";"";"";"";"";"";"";"EDEKA Center";"DE02120300000000202051";"HELADEF1HAN";"-21,31";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"24.12.25";"24.12.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00309";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-53,39";"EUR";"Umsatz gebucht"
